DefaultSC.ElapsedSecs   DefaultSC.SunMJ2000Ec.X   DefaultSC.SunMJ2000Ec.Y   DefaultSC.SunMJ2000Ec.Z   DefaultSC.SunMJ2000Ec.VX   DefaultSC.SunMJ2000Ec.VY   DefaultSC.SunMJ2000Ec.VZ   
364430.5631299736       -36901996.31380843        140886706.8225872         -537.6877039000392        -29.01737624902136         -7.574271077338906         0.0001911709810844542      
391430.5631299736       -37684900.85663176        140680061.8060405         -532.510258667171         -28.97540625468461         -7.732727803320497         0.0001923549806486236      
418430.5631299736       -38466660.34197978        140469141.6711018         -527.2998998835683        -28.93255741894076         -7.890945652438703         0.0001936095271313221      
445430.5631299736       -39247251.0608841         140253952.9371833         -522.05468352139          -28.88883120968993         -8.048919460194709         0.0001949374660110692      
472430.5631299736       -40026649.34441116        140034502.2630391         -516.7725940719247        -28.84422912454921         -8.20664406956762          0.0001963412413701349      
499430.5631299736       -40804831.56446259        139810796.4465563         -511.4515555649996        -28.79875269070303         -8.364114331480337         0.0001978228827832496      
526430.5631299736       -41581774.13457139        139582842.4245349         -506.0894430354238        -28.75240346474913         -8.521325105271723         0.0001993839932188379      
553430.5631299736       -42357453.51069401        139350647.2724535         -500.68409409374          -28.70518303254022         -8.678271259175077         0.0002010257380442582      
580430.5631299736       -43131846.19199809        139114218.2042229         -495.2333208844066        -28.65709300902146         -8.834947670802896         0.0002027488351736828      
607430.5631299736       -43904928.72164559        138873562.5719264         -489.7349223271012        -28.60813503806397         -8.99134922763781          0.0002045535464327841      
634430.5631299736       -44676677.68757166        138628687.8655462         -484.1866965293884        -28.55831079229461         -9.147470827529668         0.0002064396702090576      
661430.5631299736       -45447069.72325856        138379601.7126772         -478.5864533185959        -28.50762197292211         -9.303307379198614         0.0002084065354290843      
688430.5631299736       -46216081.50850508        138126311.8782262         -472.9320271089673        -28.45607030955981         -9.4588538027441           0.0002104529969533253      
715430.5631299736       -46983689.770191          137868826.2640979         -467.2212895751           -28.40365756004502         -9.614105030159763         0.0002125774324150953      
742430.5631299736       -47749871.28303667        137607152.9088669         -461.4521627351642        -28.35038551025559         -9.769056005854194         0.0002147777406076301      
769430.5631299736       -48514602.8703576         137341299.9874351         -455.6226317957044        -28.29625597392354         -9.92370168717758          0.0002170513414414543      
796430.5631299736       -49277861.40481398        137071275.8106754         -449.7307580336928        -28.24127079244627         -10.07803704495422         0.0002193951775812941      
823430.5631299736       -50039623.80915505        136797088.8250604         -443.7746917083859        -28.18543183469562         -10.23205706402115         0.0002218057178038357      
850430.5631299736       -50799867.05695833        136518747.6122767         -437.7526847943664        -28.12874099682534         -10.38575674377283         0.0002242789621891284      
877430.5631299736       -51558568.17336365        136236260.8888247         -431.6631034389138        -28.07120020207727         -10.53913109871201         0.0002268104492153533      
904430.5631299736       -52315704.23580184        135949637.5056029         -425.5044404417276        -28.01281140058725         -10.69217515900693         0.0002293952648653175      
931430.5631299736       -53071252.37471826        135658886.4474776         -419.2753272503614        -27.95357656919132         -10.84488397105453         0.0002320280538499198      
958430.5631299736       -53825189.77429121        135364016.8328366         -412.9745457023382        -27.89349771123347         -10.99725259804985         0.0002347030330902555      
985430.5631299736       -54577493.67314494        135065037.9131286         -406.6010393798351        -27.83257685637614         -11.14927612056086         0.0002374140075733777      
1012430.563129974       -55328141.3650578         134761959.0723856         -400.1539245173335        -27.77081606041494         -11.30094963710829         0.0002401543887238233      
1039430.563129974       -56077110.19966542        134454789.8267306         -393.6325002610683        -27.70821740509969         -11.45226826474939         0.0002429172154760906      
1066430.563129974       -56824377.58315911        134143539.8238696         -387.0362585410476        -27.64478299796359         -11.60322713966402         0.0002456951781777406      
1093430.563129974       -57569920.97897983        133828218.8425664         -380.3648929968476        -27.58051497216327         -11.75382141774139         0.0002484806454869926      
1120430.563129974       -58313717.90850804        133508836.7921037         -373.6183073595166        -27.51541548633248         -11.90404627516457         0.0002512656944437808      
1147430.563129974       -59055745.95174976        133185403.7117263         -366.7966228350997        -27.44948672445243         -12.05389690898967         0.0002540421438421703      
1174430.563129974       -59795982.74801945        132857929.7700707         -359.9001845642924        -27.38273089574257         -12.20336853771566         0.0002568015910204835      
1201430.563129974       -60534405.99662022        132526425.2645779         -352.929567143321         -27.31515023457516         -12.35245640183994         0.0002595354521801596      
1228430.563129974       -61270993.45752209        132190900.6208924         -345.8855788707733        -27.24674700041791         -12.50115576439394         0.0002622350062750911      
1255430.563129974       -62005722.9520392         131851366.3922471         -338.7692648395896        -27.17752347780846         -12.64946191145238         0.0002648914424252524      
1282430.563129974       -62738572.36350671        131507833.2588343         -331.5819086879492        -27.10748197636493         -12.79737015260875         0.0002674959108279751      
1309430.563129974       -63469519.63795857        131160312.0271648         -324.3250329047442        -27.0366248308362          -12.94487582140909         0.0002700395769208441      
1336430.563129974       -64198542.78480724        130808813.6294159         -317.0003976523876        -26.96495440119537         -13.0919742757355          0.0002725136785626248      
1363430.563129974       -64925619.87752648        130453349.1227699         -309.609998062253         -26.89247307277946         -13.23866089813079         0.0002749095857970119      
1390430.563129974       -65650729.05433862        130093929.6887446         -302.1560597792268        -26.81918325647716         -13.38493109605526         0.0002772188627107042      
1417430.563129974       -66373848.51890754        129730566.6325177         -294.6410328671336        -26.74508738896582         -13.53078030206745         0.0002794333307036823      
1444430.563129974       -67094956.54103872        129363271.3822479         -287.0675840452313        -26.6701879329974          -13.67620397392113         0.0002815451323963103      
1471430.563129974       -67814031.45738766        128992055.4883943         -279.4385871067643        -26.59448737773166         -13.82119759457234         0.0002835467952841952      
1498430.563129974       -68531051.67217788        128616930.6230367         -271.7571117207408        -26.51798823911338         -13.96575667209173         0.0002854312941398263      
1525430.563129974       -69245995.65792964        128237908.5791999         -264.0264105200768        -26.44069306028868         -14.10987673947987         0.000287192111064094       
1552430.563129974       -69958841.95620036        127855001.2701844         -256.2499046251178        -26.36260441205378         -14.25355335438535         0.0002888232921192113      
1579430.563129974       -70669569.17833756        127468220.7289053         -248.4311677217484        -26.28372489332835         -14.39678209872883         0.0002903194994150482      
1606430.563129974       -71378156.00624472        127077579.1072435         -240.5739087387919        -26.20405713164383         -14.53955857823839         0.0002916760575626398      
1633430.563129974       -72084581.19316053        126683088.6754098         -232.6819534599781        -26.1236037836365          -14.68187842190503         0.0002928889935969181      
1660430.563129974       -72788823.56445123        126284761.8213251         -224.759225063026         -26.04236753553441         -14.82373728136963         0.0002939550694849302      
1687430.563129974       -73490862.01841602        125882611.0500175         -216.8097239881754        -25.96035110362698         -14.96513083025489         0.0002948718066191347      
1714430.563129974       -74190675.52710472        125476648.9830386         -208.8375071287155        -25.87755723470664         -15.10605476345766         0.000295637501849022       
1741430.563129974       -74888243.13714698        125066888.3578989         -200.846666790545         -25.79398870647271         -15.24650479641834         0.0002962512348698709      
1768430.563129974       -75583543.97059164        124653342.0275227         -192.8413095772266        -25.70964832788868         -15.38647666438415         0.0002967128670245955      
1795430.563129974       -76276557.22575507        124236022.9597237         -184.8255354017019        -25.62453893948611         -15.52596612168311         0.0002970230317487221      
1822430.563129974       -76967262.17807701        123814944.2366988         -176.8034168034792        -25.53866341360972         -15.66496894102429         0.0002971831172136064      
1849430.563129974       -77655638.18098216        123390119.0545413         -168.7789789289236        -25.45202465460061         -15.80348091283851         0.0002971952417727408      
1876430.563129974       -78341664.66674574        122961560.7227703         -160.7561802268028        -25.36462559891611         -15.94149784467141         0.0002970622230664688      
1903430.563129974       -79025321.14736158        122529282.6638766         -152.7388940453529        -25.27646921518705         -16.07901556063866         0.0002967875416706178      
1930430.563129974       -79706587.21541101        122093298.4128815         -144.7308911979199        -25.18755850421454         -16.21602990095014         0.0002963753002696024      
1957430.563129974       -80385442.54493058        121653621.6169077         -136.7358238846064        -25.09789649890995         -16.35253672150785         0.0002958301793212215      
1984430.563129974       -81061866.89227778        121210266.0347609         -128.7572106719017        -25.00748626418288         -16.48853189357924         0.0002951573901608384      
2011430.563129974       -81735840.09699288        120763245.5365179         -120.7984227240086        -24.91633089678269         -16.624011303546           0.0002943626264810817      
2038430.563129974       -82407342.08265609        120312574.103121          -112.8626715838909        -24.82443352509949         -16.75897085272592         0.0002934520149482367      
2065430.563129974       -83076352.85773854        119858265.8259769         -104.9529980495572        -24.73179730893108         -16.89340645726427         0.000292432065721826       
2092430.563129974       -83742852.51644719        119400334.9065566         -97.07226255536079        -24.63842543922181         -17.02731404808957         0.000291309623484004       
2119430.563129974       -84406821.23956174        118938795.6559964         -89.22313671559095        -24.54432113777953         -17.16068957092799         0.0002900918194477242      
2146430.563129974       -85068239.29526395        118473662.4946975         -81.40809626877308        -24.44948765697591         -17.29352898636991         0.0002887860248108609      
2173430.563129974       -85727087.03995881        118004949.9519234         -73.6294152289629         -24.35392827943545         -17.42582826998222         0.000287399805873001       
2200430.563129974       -86383344.91908699        117532672.6653933         -65.88916113972664        -24.2576463177173          -17.55758341245944         0.0002859408810920172      
2227430.563129974       -87036993.46792871        117056845.3808714         -58.18919156491756        -24.16064511399405         -17.68879041980758         0.0002844170801461488      
2254430.563129974       -87688013.3123991         116577482.9517508         -50.53115159273148        -24.06292803973038         -17.8194453135544          0.0002828363050948468      
2281430.563129974       -88336385.16983461        116094600.3386312         -42.91647240519524        -23.96449849536431         -17.94954413098067         0.0002812064936028591      
2308430.563129974       -88982089.8497712         115608212.6088901         -35.34637079387903        -23.86535990999299         -18.07908292536733         0.0002795355842009073      
2335430.563129974       -89625108.2547138         115118334.9362478         -27.82184956967831        -23.76551574106448         -18.20805776625401         0.0002778314834745999      
2362430.563129974       -90265421.38089781        114624982.6003243         -20.34369879215956        -23.66496947407654         -18.33646473970505         0.0002761020350741106      
2389430.563129974       -90903010.31904241        114128170.98619           -12.91249798983336        -23.56372462228289         -18.46429994857982         0.0002743549904229425      
2416430.563129974       -91537856.25509617        113627915.583908          -5.528618939220905        -23.46178472640714         -18.59155951280444         0.0002725979809756751      
2443430.563129974       -92169940.4709748         113124231.9880703         1.80777071416378          -23.35915335436426         -18.71823956964279         0.0002708384918745921      
2470430.563129974       -92799244.34529184        112617135.8973253         9.096703179180622         -23.25583410098908         -18.84433627396509         0.0002690838368559767      
2497430.563129974       -93425749.35408169        112106643.1138996         16.33840554952622         -23.15183058777097         -18.96984579851278         0.0002673411343065979      
2524430.563129974       -94049437.07151598        111592769.5431112         23.53329418599606         -23.04714646259419         -19.09476433415883         0.0002656172842669946      
2551430.563129974       -94670289.1706126         111075531.1928774         30.68196856975555         -22.94178539948239         -19.21908809016312         0.0002639189463513603      
2578430.563129974       -95288287.42393813        110554944.1732138         37.78520455211401         -22.83575109834638         -19.34281329442263         0.0002622525184055036      
2605430.563129974       -95903413.7043034         110031024.6957289         44.84394690394402         -22.72904728473368         -19.46593619371664         0.0002606241158620293      
2632430.563129974       -96515649.98545231        109503789.0731105         51.85930145531893         -22.62167770957855         -19.58845305394734         0.0002590395516914867      
2659430.563129974       -97124978.3427439         108973253.7186059         58.83252676576376         -22.51364614895103         -19.7103601603765          0.0002575043169299462      
2686430.563129974       -97731380.95382758        108439435.1454966         65.76502499729395         -22.40495640380354         -19.83165381785899         0.0002560235617190543      
2713430.563129974       -98334840.09931149        107902349.9665659         72.65833265334368         -22.29561229971362         -19.95233035107411         0.0002546020768718904      
2740430.563129974       -98935338.16342387        107362014.8935605         79.51411043852568         -22.18561768662115         -20.07238610475577         0.0002532442759290987      
2767430.563129974       -99532857.63466717        106818446.7366459         86.33413301408291         -22.07497643855899         -20.19181744392277         0.0002519541777781242      
2794430.563129974       -100127381.1064649        106271662.4038557         93.1202779635787          -21.96369245337528         -20.31062075411042         0.0002507353898515419      
2821430.563129974       -100718891.2778007        105721678.9005344         99.87451459467411         -21.85176965244647         -20.42879244160461         0.0002495910919488864      
2848430.563129974       -101307370.9538499        105168513.3287742         106.5988920927048         -21.73921198037964         -20.54632893367986         0.0002485240208027761      
2875430.563129974       -101892803.046602         104612182.8868444         113.2955274283886         -21.62602340470329         -20.66322667884228         0.0002475364554213044      
2902430.563129974       -102475170.5754758        104052704.8686155         119.9665926620364         -21.51220791554543         -20.77948214707907         0.0002466302033710122      
2929430.563129974       -103054456.6679251        103490096.6629755         126.6143022924662         -21.39776952529851         -20.89509183011526         0.0002458065880865945      
2956430.563129974       -103630644.5600345        102924375.7532392         133.2408997640014         -21.2827122682703          -21.01005224167906         0.0002450664373281342      
2983430.563129974       -104203717.597107         102355559.7165508         139.8486441299319         -21.16704020032041         -21.12435991777662         0.0002444100729128707      
3010430.563129974       -104773659.2342405        101783666.2232782         146.4397962093353         -21.0507573984824          -21.23801141697697         0.0002438373019328921      
3037430.563129974       -105340453.0368943        101208713.0364002         153.0166044980288         -20.93386796057117         -21.35100332070806         0.0002433474094845067      
3064430.563129974       -105904082.6814444        100630718.0108849         159.5812911912799         -20.81637600477582         -21.46333223356396         0.0002429391531455494      
3091430.563129974       -106464531.9557287        100049699.0930601         166.1360376849771         -20.69828566923847         -21.57499478362417         0.0002426107593072047      
3118430.563129974       -107021784.7595789        99465674.31997459         172.6829703450203         -20.5796011116195          -21.68598762278479         0.0002423599214722572      
3145430.563129974       -107575825.1053423        98878661.81875067         179.2241460680962         -20.46032650864966         -21.79630742710188         0.0002421838007089505      
3172430.563129974       -108126637.1183904        98288679.80592701         185.7615378797054         -20.34046605567012         -21.90595089714684         0.0002420790283306218      
3199430.563129974       -108674205.0376145        97695746.58679169         192.2970208451152         -20.22002396616131         -22.01491475837361         0.0002420417109103568      
3226430.563129974       -109218513.2159095        97099880.55470544         198.8323578238487         -20.09900447126165         -22.12319576149755         0.0002420674377940912      
3253430.563129974       -109759546.1206438        96501100.19041424         205.3691857680678         -19.97741181927728         -22.23079068288537         0.0002421512911237045      
3280430.563129974       -110297288.3341166        95899424.0613514          211.9090021178126         -19.85525027518406         -22.33769632495584         0.0002422878585175425      
3307430.563129974       -110831724.5540004        95294870.8209286          218.453151665628          -19.73252412012331         -22.44390951659073         0.0002424712484430103      
3334430.563129974       -111362839.5937712        94687459.20781574         225.0028138905764         -19.60923765089252         -22.54942711355535         0.0002426951083336348      
3361430.563129974       -111890618.3831241        94077208.04520929         231.5589907243848         -19.48539517943271         -22.65424599892827         0.0002429526455358655      
3388430.563129974       -112415045.9683754        93464136.24008894         238.1224950626493         -19.36100103231384         -22.75836308353956         0.0002432366510927153      
3415430.563129974       -112936107.5128502        92848262.78246236         244.6939398124814         -19.23605955022023         -22.861775306417           0.0002435395264157592      
3442430.563129974       -113453788.2972572        92229606.74459767         251.2737277820706         -19.11057508743757         -22.96447963523975         0.0002438533128525933      
3469430.563129974       -113968073.7200483        91608187.28024367         257.8620424084365         -18.98455201134371         -23.06647306679868         0.00024416972416752        
3496430.563129974       -114478949.297766         90984023.62383761         264.458839379251          -18.85799470190532         -23.16775262746305         0.0002444801819461162      
3523430.563129974       -114986400.6653761        90357135.08970009         271.063839238137          -18.73090755118302         -23.26831537365258         0.0002447758539023681      
3550430.563129974       -115490413.576588         89727541.07121742         277.6765210814774         -18.60329496284757         -23.36815839231427         0.0002450476950652814      
3577430.563129974       -115990973.9041615        89095261.04001075         284.296117413789          -18.47516135171037         -23.46727880140281         0.0002452864918076614      
3604430.563129974       -116488067.6402016        88460314.5450924          290.9216102436185         -18.34651114327171         -23.56567375036392         0.0002454829086318         
3631430.563129974       -116981680.8964414        87822721.21200918         297.551728412509          -18.21734877329067         -23.66334042061871         0.0002456275376374606      
3658430.563129974       -117471799.9045131        87182500.7419723          304.1849463433027         -18.08767868738102         -23.76027602604774         0.0002457109505051847      
3685430.563129974       -117958411.0162097        86539672.91097468         310.8194842264056         -17.95750534063789         -23.85647781347261         0.0002457237528386003      
3712430.563129974       -118441500.7037356        85894257.56889486         317.4533097073436         -17.82683319730049         -23.95194306313286         0.0002456566406507932      
3739430.563129974       -118921055.5599498        85246274.63858858         324.0841411091387         -17.69566673045627         -24.04666908915505         0.0002455004586465748      
3766430.563129974       -119397062.2986013        84595744.11496742         330.7094522379339         -17.56401042179256         -24.14065324001097         0.0002452462599968897      
3793430.563129974       -119869507.7545586        83942686.06406568         337.3264788091183         -17.43186876140151         -24.23389289896112         0.0002448853671612739      
3820430.563129974       -120338378.8840343        83287120.62209508         343.9322265833616         -17.2992462476444          -24.3263854844794          0.0002444094332396674      
3847430.563129974       -120803662.7648076        82629067.99448866         350.5234811045229         -17.16614738708097         -24.41812845065426         0.0002438105032869231      
3874430.563129974       -121265346.5964457        81968548.45493403         357.0968191288412         -17.03257669446918         -24.50911928756182         0.0002430810749096679      
3901430.563129974       -121723417.7005253        81305582.3443971          363.6486215740442         -16.89853869283993         -24.59935552160565         0.0002422141574545123      
3928430.563129974       -122177863.5208584        80640190.07013691         370.1750882305205         -16.76403791365027         -24.68883471581851         0.0002412033289509452      
3955430.563129974       -122628671.6237227        79972392.1047132          376.6722537502646         -16.62907889701749         -24.7775544701211          0.0002400427900433044      
3982430.563129974       -123075829.6980994        79302208.98498751         383.1360051520169         -16.49366619203481         -24.86551242153363         0.0002387274140271956      
4009430.563129974       -123519325.5559207        78629661.31111907         389.562100674957          -16.35780435716766         -24.9527062443362          0.0002372527921412626      
4036430.563129974       -123959147.1323292        77954769.74555726         395.9461896158755         -16.22149796072772         -25.03913365017539         0.0002356152733700156      
4063430.563129974       -124395282.4859508        77277555.01203191         402.2838333807886         -16.08475158141955         -25.12479238811482         0.0002338119979423681      
4090430.563129974       -124827719.7991839        76598037.89454307         408.5705270841718         -15.94756980895314         -25.20968024462955         0.0002318409239201458      
4117430.563129974       -125256447.3785046        75916239.23635148         414.8017219863832         -15.80995724471339         -25.29379504354456         0.0002297008463738592      
4144430.563129974       -125681453.6547925        75232179.93897165         420.9728482849896         -15.6719185024759          -25.37713464591975         0.0002273914087123075      
4171430.563129974       -126102727.1836744        74545880.96116854         427.079338029027          -15.5334582091575          -25.45969694988503         0.0002249131060345633      
4198430.563129974       -126520256.6458903        73857363.31795961         433.1166480593383         -15.39458100558828         -25.54147989043028         0.0002222672804492731      
4225430.563129974       -126934030.847679         73166648.07962258         439.0802828036249         -15.25529154729221         -25.6224814391564          0.0002194561084909452      
4252430.563129974       -127344038.7211856        72473756.37071095         444.9658164791763         -15.11559450526275         -25.70269960399467         0.0002164825810506699      
4279430.563129974       -127750269.3248895        71778709.36907697         450.7689147479832         -14.97549456672082         -25.782132428902           0.000213350476252927       
4306430.563129974       -128152711.8440522        71081528.3049033          456.4853555597365         -14.83499643584312         -25.86077799354067         0.0002100643259463908      
4333430.563129974       -128551355.5911849        70382234.45974335         462.111048951745          -14.69410483445051         -25.93863441295068         0.0002066293765903282      
4360430.563129974       -128946190.0065332        69680849.16557062         467.6420557722449         -14.55282450264752         -26.01569983722322         0.0002030515453252946      
4387430.563129974       -129337204.6585791        68977393.80383644         473.0746051557362         -14.41116019940615         -26.09197245118285         0.0001993373721784764      
4414430.563129974       -129724389.2445575        68271889.80453649         478.4051106460393         -14.26911670308903         -26.16745047408552         0.0001954939692243585      
4441430.563129974       -130107733.590986         67564358.64528483         483.6301849670708         -14.1266988119091          -26.2421321593389          0.0001915289676581722      
4468430.563129974       -130487227.6542067        66854821.85039537         488.7466532662511         -13.98391134432495         -26.31601579425002         0.0001874504635583918      
4495430.563129974       -130862861.520937         66143300.9899696          493.7515649348497         -13.84075913937256         -26.38909969980459         0.0001832669631607331      
4522430.563129974       -131234625.4088291        65429817.67898982         498.6422039829195         -13.69724705693594         -26.46138223048107         0.0001789873282902477      
4549430.563129974       -131602509.6670363        64714393.57641707         503.4160978533328         -13.55337997796055         -26.5328617741018          0.0001746207225430396      
4576430.563129974       -131966504.7767833        63997050.38429226         508.0710249207914         -13.40916280461394         -26.60353675172186         0.0001701765587505122      
4603430.563129974       -132326601.3519412        63277809.84684007         512.6050204634666         -13.26460046039969         -26.67340561755669         0.0001656644480423353      
4630430.563129974       -132682790.1396048        62556693.74957412         517.0163814127445         -13.11969789023031         -26.74246685894729         0.0001610941508936037      
4657430.563129974       -133035062.0206708        61833723.91840264         521.3036696873605         -12.97446006046567         -26.81071899636229         0.0001564755302450038      
4684430.563129974       -133383408.0104175        61108922.2187336          525.465714417398          -12.82889195892341         -26.87816058343543         0.0001518185068984934      
4711430.563129974       -133727819.2590836        60382310.55457839         529.50161286816           -12.68299859486764         -26.94479020703632         0.0001471330171796126      
4738430.563129974       -134068287.0524475        59653910.86765308         533.4107303693891         -12.53678499898202         -27.01060648737238         0.0001424289728522155      
4765430.563129974       -134404802.8124044        58923745.13647667         537.1926990821958         -12.39025622333286         -27.0756080781196          0.0001377162232270024      
4792430.563129974       -134737358.0975438        58191835.37546535         540.8474158681929         -12.24341734132782         -27.13979366658008         0.0001330045193217444      
4819430.563129974       -135065944.6037248        57458203.63402215         544.3750391490758         -12.09627344767468         -27.20316197386345         0.0001283034799381966      
4846430.563129974       -135390554.1646507        56722871.9956215          547.775984916836          -11.94882965834485         -27.26571175509049         0.0001236225594780649      
4873430.563129974       -135711178.7524428        55985862.57688792         551.0509218387306         -11.80109111054507         -27.32744179961648         0.0001189710173168379      
4900430.563129974       -136027810.4782133        55247197.52666846         554.2007656507194         -11.65306296270071         -27.38835093127227         0.0001143578885347552      
4927430.563129974       -136340441.5926386        54506899.02509847         557.2266726754606         -11.50475039445347         -27.44843800862156         0.0001097919558024074      
4954430.563129974       -136649064.4865316        53764989.28266013         560.1300326511264         -11.35615860667549         -27.50770192523253         0.0001052817222646496      
4981430.563129974       -136953671.6914161        53021490.53923353         562.9124608412385         -11.2072928215017          -27.56614160996252         0.0001008353851918997      
5008430.563129974       -137254255.8801008        52276425.06313987         565.5757894143462         -11.05815828238176         -27.62375602725481         9.646081024605735e-05      
5035430.563129974       -137550809.8672562        51529815.15017655         568.1220581494272         -10.90876025415218         -27.68054417744602         9.216550624024933e-05      
5062430.563129974       -137843326.6099933        50781683.12264372         570.5535044632852         -10.75910402312915         -27.73650509708412         8.795660019345064e-05      
5089430.563129974       -138131799.2084447        50032051.32836226         572.8725527599454         -10.60919489722209         -27.7916378592559          8.384081263734799e-05      
5116430.563129974       -138416220.9063495        49280942.13968261         575.0818031542003         -10.45903820606731         -27.84594157392395         7.982443303156117e-05      
5143430.563129974       -138696585.0916421        48528377.95248451         577.1840194687247         -10.30863930118116         -27.89941538827287         7.591329525169499e-05      
5170430.563129974       -138972885.2970452        47774381.18516725         579.182116612792          -10.15800355613145         -27.952058487065           7.211275310048393e-05      
5197430.563129974       -139245115.2006673        47018974.27763015         581.079147297889          -10.00713636672568         -28.00387009300575         6.842765584202937e-05      
5224430.563129974       -139513268.6266066        46262179.690243           582.8782880753279         -9.856043151214292         -28.05484946711922         6.486232379465662e-05      
5251430.563129974       -139777339.5455593        45504019.90280633         584.5828247349709         -9.70472935050679          -28.10499590913467         6.142052402324794e-05      
5278430.563129974       -140037322.0754345        44744517.41350096         586.1961370501667         -9.553200428398508         -28.15430875788494         5.810544622164571e-05      
5305430.563129974       -140293210.4819754        43983694.73782676         587.7216828204691         -9.401461871805369         -28.20278739171769         5.491967891835259e-05      
5332430.563129974       -140544999.179387         43221574.40752996         589.1629813741893         -9.249519191003907         -28.25043122892095         5.18651861529662e-05       
5359430.563129974       -140792682.7309695        42458178.96951891         590.5235963892192         -9.097377919873727         -28.29723972816441         4.894328482762944e-05      
5386430.563129974       -141036255.8497595        41693530.98476753         591.8071181159467         -8.945043616139385         -28.34321238895837         4.615462292001382e-05      
5413430.563129974       -141275713.3991765        40927653.02720629         593.0171450227499         -8.792521861608766         -28.38834875213181         4.349915885448752e-05      
5440430.563129974       -141511050.3936769        40160567.68259987         594.1572649367154         -8.639818262405116         -28.43264840033229         4.097614225351265e-05      
5467430.563129974       -141742261.9994129        39392297.54741106         595.231035662815          -8.48693844918993          -28.47611095854953         3.858409641210869e-05      
5494430.563129974       -141969343.5348983        38622865.22765014         596.24196514301           -8.333888077374239         -28.51873609466546         3.632080280446814e-05      
5521430.563129974       -142192290.4716794        37852293.33770907         597.1934912558645         -8.180672827316137         -28.56052352003325         3.418328790338876e-05      
5548430.563129974       -142411098.435011         37080604.49917956         598.088961282745          -8.027298404502796         -28.60147299008827         3.216781271930813e-05      
5575430.563129974       -142625763.2045372        36307821.33965426         598.9316111281514         -7.873770539715713         -28.64158430499393         3.026986532539411e-05      
5602430.563129974       -142836280.7149763        35533966.4915099          599.7245443928987         -7.720094989178534         -28.68085731032565         2.848415675948957e-05      
5629430.563129974       -143042647.0568095        34759062.5906715          600.4707113746554         -7.566277534687449         -28.71929189779596         2.680462053916699e-05      
5656430.563129974       -143244858.4769734        33983132.27535641         601.1728881169111         -7.412323983724831         -28.75688800602447         2.522441612029525e-05      
5683430.563129974       -143442911.3795541        33206198.18479683         601.8336555976421         -7.258240169557564         -28.79364562135594         2.373593658333562e-05      
5710430.563129974       -143636802.3264851        32428282.95793966         602.4553791899234         -7.104031951322214         -28.82956477873002         2.233082068769932e-05      
5737430.563129974       -143826528.0382468        31649409.23212202         603.0401885136962         -6.949705214099978         -28.86464556260664         2.099996956239636e-05      
5764430.563129974       -144012085.3945676        30869599.64172116         603.5899577997625         -6.795265868985059         -28.89888810795029         1.973356810225369e-05      
