DefaultSC.ElapsedSecs   DefaultSC.SSBMJ2000Ec.X   DefaultSC.SSBMJ2000Ec.Y   DefaultSC.SSBMJ2000Ec.Z   DefaultSC.SSBMJ2000Ec.VX   DefaultSC.SSBMJ2000Ec.VY   DefaultSC.SSBMJ2000Ec.VZ   
4563000                 -134034420.7430101        64421823.42725328         29682.67530485615         -13.53995889358964         -26.88430232172642         -0.0004572320415725528     
4590000                 -134398024.1040698        63694978.23408529         29671.39372611791         -13.39355658887336         -26.95595505196323         -0.0003783713949996326     
4617000                 -134757669.1983321        62966208.7504694          29662.24518486857         -13.24675422554915         -27.02684152083881         -0.0002992949653908283     
4644000                 -135113345.2484148        62235535.73326056         29655.23028650135         -13.09955365273181         -27.09695669947579         -0.0002203857245941521     
4671000                 -135465041.5313626        61502980.07544577         29650.33960030973         -12.95195704954324         -27.16629553906926         -0.0001420041211055434     
4698000                 -135812747.3872445        60768562.80626103         29647.55426504836         -12.8039669014982          -27.2348530010527          -6.448834357009048e-05     
4725000                 -136156452.2271046        60032305.09054078         29646.84658163786         -12.65558597533297         -27.30262408132596         1.184499612172374e-05      
4752000                 -136496145.5401799        59294228.22758395         29648.18058269098         -12.50681729329733         -27.36960382884818         8.66998526323215e-05       
4779000                 -136831816.9004866        58554353.6494605          29651.51257139072         -12.35766410770776         -27.43578735904291         0.0001597994963056237      
4806000                 -137163455.9726669        57812702.91915864         29656.79162420332         -12.20812987651007         -27.50116986247738         0.0002308850983894217      
4833000                 -137491052.5172554        57069297.72842602         29663.96005393565         -12.05821824033738         -27.56574660936997         0.0002997142213541082      
4860000                 -137814596.3953078        56324159.89563306         29672.95383165777         -11.90793300157172         -27.62951295055478         0.0003660592880674329      
4887000                 -138134077.5725153        55577311.36361092         29683.70296727493         -11.75727810566776         -27.69246431530129         0.0004297060599753877      
4914000                 -138449486.1228426        54828774.19759169         29696.13184992597         -11.60625762498843         -27.7545962066405          0.0004904521860993327      
4941000                 -138760812.231767         54078570.5833033          29710.15955041349         -11.45487574531224         -27.81590419466094         0.0005481058534613226      
4968000                 -139068046.1991852        53326722.82527616         29725.70008900389         -11.30313675509896         -27.87638390825859         0.0006024845709386995      
4995000                 -139371178.4420832        52573253.34535334         29742.66267245635         -11.15104503754646         -27.93603102579478         0.0006534141124436843      
5022000                 -139670199.4970114        51818184.68150646         29760.95190495253         -10.99860506545597         -27.99484126507986         0.0007007276406110208      
5049000                 -139965100.0224553        51061539.48693583         29780.46797793359         -10.84582139886755         -28.05281037308647         0.0007442650285831576      
5076000                 -140255870.8012103        50303340.52936821         29801.10684451088         -10.69269868538779         -28.10993411578046         0.0007838723942921178      
5103000                 -140542502.7427663        49543610.69071151         29822.76038433239         -10.53924166315769         -28.16620826842224         0.0008194018585498952      
5130000                 -140824986.885821         48782372.96692599         29845.31656493992         -10.38545516632367         -28.22162860670257         0.0008507115360067985      
5157000                 -141103314.4009853        48019650.46808381         29868.65960624069         -10.23134413287206         -28.27619089905726         0.0008776657650457764      
5184000                 -141377476.5936955        47255466.41871429         29892.67015431821         -10.07691361468353         -28.32989090048794         0.0009001355800695166      
5211000                 -141647464.9074721        46489844.1581585          29917.22547135502         -9.922168789555819         -28.38272434823383         0.0009179994264965075      
5238000                 -141913270.9274769        45722807.1411546          29942.19964807853         -9.767114975005956         -28.43468695959201         0.0009311441151140798      
5265000                 -142174886.3845106        44954378.938316           29967.4638451431          -9.611757643508007         -28.48577443220721         0.0009394660083295037      
5292000                 -142432303.1594023        44184583.23666308         29992.88656949811         -9.456102438877281         -28.53598244709426         0.0009428724260924781      
5319000                 -142685513.2878696        43413443.83998925         30018.33399154991         -9.300155193385834         -28.58530667465118         0.0009412832538071569      
5346000                 -142934508.9658386        42640984.66903967         30043.67030815408         -9.143921945184763         -28.63374278386461         0.0009346327286454681      
5373000                 -143179282.5552479        41867229.7613515          30068.75815594383         -8.9874089555341           -28.68128645486383         0.0009228713741649131      
5400000                 -143419826.590278         41092203.27080809         30093.45907847583         -8.830622725339207         -28.72793339489913         0.000905968046613026       
5427000                 -143656133.7840532        40315929.46658028         30117.63404966705         -8.673570010380589         -28.77367935776393         0.0008839120495114372      
5454000                 -143888197.0356873        39538432.7316417          30141.14405468293         -8.51625783470487          -28.81852016655628         0.0008567152670462264      
5481000                 -144116009.4376985        38759737.56049141         30163.85072807409         -8.358693501525179         -28.86245173960682         0.0008244142611051331      
5508000                 -144339564.2836478        37979868.55624506         30185.61704738624         -8.200884601098128         -28.90547011926033         0.0007870722727467694      
5535000                 -144558855.0759686        37198850.42682473         30206.30807878822         -8.042839014990388         -28.94757150311286         0.0007447810659684251      
5562000                 -144773875.5338284        36416707.98037717         30225.79176972061         -7.884564916286625         -28.98875227717509         0.0006976625511665446      
5589000                 -144984619.6009609        35633466.11969659         30243.93978161551         -7.726070765299601         -29.02900905035532         0.0006458701272382683      
5616000                 -145191081.4533164        34849149.83570536         30260.62835448794         -7.567365300503013         -29.06833868955579         0.0005895896854006821      
5643000                 -145393255.506378         34063784.20007929         30275.73919345811         -7.408457524537107         -29.10673835461492         0.0005290402247055681      
5670000                 -145591136.4220652        33277394.35681243         30289.16036617011         -7.249356685215311         -29.14420553230782         0.000464474038146534       
5697000                 -145784719.1150331        32490005.512986           30300.78719911538         -7.090072251699866         -29.18073806859077         0.0003961764397857337      
5724000                 -145973998.7582756        31701642.92866295         30310.52316016518         -6.930613886090155         -29.21633419832255         0.0003244650160478813      
5751000                 -146158970.7879123        30912331.90598528         30318.28071441688         -6.770991410835807         -29.25099257174974         0.0002496883982718856      
5778000                 -146339630.9070211        30122097.77770808         30323.98214058019         -6.611214772538725         -29.28471227712982         0.000172224567704049       
5805000                 -146515975.0884846        29330965.89504284         30327.56029548496         -6.451294002732022         -29.31749285899951         9.247871737194657e-05      
5832000                 -146687999.5767105        28538961.61521786         30328.95931534469         -6.291239176399303         -29.3493343317097          1.088070754562409e-05      
5859000                 -146855700.8882403        27746110.2886015          30328.13524328731         -6.131060368917628         -29.38023718801778         -7.211783892202561e-05     
5886000                 -147019075.8111615        26952437.24576267         30325.05657424592         -5.970767612214506         -29.41020240265365         -0.0001560467475965055     
5913000                 -147178121.403342         26157967.78445608         30319.70470961556         -5.810370850816673         -29.43923143092896         -0.0002404207521209401     
5940000                 -147332834.9894809        25362727.15672867         30312.07431584597         -5.649879898448289         -29.46732620257066         -0.0003247431436630421     
5967000                 -147483214.15701          24566740.55620742         30302.173582552           -5.489304395723369         -29.49448911106124         -0.0004085095532744276     
5994000                 -147629256.7508533        23770033.10583392         30290.02437732928         -5.328653769417986         -29.52072299882627         -0.0004912118148361344     
6021000                 -147770960.8671369        22972629.8459207          30275.66229567025         -5.167937193622803         -29.54603113865803         -0.0005723418629717259     
