DefaultSC.ElapsedSecs   DefaultSC.SSBMJ2000Ec.X   DefaultSC.SSBMJ2000Ec.Y   DefaultSC.SSBMJ2000Ec.Z   DefaultSC.SSBMJ2000Ec.VX   DefaultSC.SSBMJ2000Ec.VY   DefaultSC.SSBMJ2000Ec.VZ   
445500                  -40707956.20281389        141241922.9126548         30236.60249787569         -29.17020794530624         -8.143198908829726         2.708994354616578e-05      
459000                  -41101602.89859694        141131451.7354395         30236.96981531382         -29.14778416146097         -8.222890947093347         2.732719680587081e-05      
472500                  -41494945.37933723        141019905.1412633         30237.34032522887         -29.12513908078731         -8.30251983422793          2.756290401029204e-05      
486000                  -41887980.65877567        140907283.9869516         30237.71400673688         -29.1022728885182          -8.382084935512157         2.779706248778879e-05      
499500                  -42280705.75316691        140793589.1378944         30238.0908389166          -29.07918577181734         -8.461585616808902         2.802966957249353e-05      
513000                  -42673117.68130533        140678821.4680386         30238.47080081701         -29.05587791977702         -8.541021244571692         2.826072261363777e-05      
526500                  -43065213.46455106        140562981.8598801         30238.85387141258         -29.03234952341612         -8.62039118585119          2.849021897199933e-05      
540000                  -43456990.12685599        140446071.2044554         30239.2400297001          -29.00860077567794         -8.699694808301651         2.871815602167871e-05      
553500                  -43848444.6947897         140328090.4013335         30239.6292546168          -28.98463187142806         -8.778931480187369         2.894453114699047e-05      
567000                  -44239574.19756541        140209040.3586079         30240.02152501047         -28.96044300745219         -8.858100570389132         2.916934174557184e-05      
580500                  -44630375.66706593        140088921.9928877         30240.41681978852         -28.93603438245395         -8.937201448410646         2.939258523149135e-05      
594000                  -45020846.13786948        139967736.22929           30240.81511773914         -28.91140619705269         -9.016233484384957         2.961425902370252e-05      
607500                  -45410982.64727556        139845484.0014301         30241.21639769524         -28.8865586537812          -9.095196049080883         2.983436056203104e-05      
621000                  -45800782.23533078        139722166.2514141         30241.62063838542         -28.86149195708351         -9.174088513909402         3.005288729340805e-05      
634500                  -46190241.94485463        139597783.9298296         30242.02781855315         -28.83620631331249         -9.252910250930054         3.026983667853145e-05      
648000                  -46579358.8214652         139472337.9957369         30242.43791687489         -28.81070193072766         -9.331660632857346         3.048520619497452e-05      
661500                  -46968129.91360498        139345829.4166602         30242.85091201216         -28.78497901949228         -9.410339033066766         3.069899332341919e-05      
675000                  -47356552.27256648        139218259.1685786         30243.26678257436         -28.75903779167242         -9.48894482560214          3.091119556941635e-05      
688500                  -47744622.95251797        139089628.2359172         30243.68550717086         -28.73287846123315         -9.567477385181022         3.112181044784279e-05      
702000                  -48132339.010529          138959937.6115377         30244.10706432909         -28.70650124403664         -9.64593608720137          3.133083548823024e-05      
715500                  -48519697.5065961         138829188.2967294         30244.53143257648         -28.67990635783968         -9.724320307747876         3.153826822677175e-05      
729000                  -48906695.50366825        138697381.3011996         30244.95859038085         -28.65309402229124         -9.802629423598305         3.174410622097668e-05      
742500                  -49293330.06767245        138564517.6430647         30245.38851623982         -28.62606445892996         -9.880862812229793         3.194834703590388e-05      
756000                  -49679598.26753924        138430598.3488401         30245.82118857652         -28.59881789118169         -9.959019851825181         3.215098825304352e-05      
769500                  -50065497.17522813        138295624.4534311         30246.25658573955         -28.57135454435687         -10.03709992127929         3.235202747076116e-05      
783000                  -50451023.86575303        138159597.000123          30246.69468609244         -28.54367464564807         -10.11510240020522         3.255146229541595e-05      
796500                  -50836175.4172076         138022517.0405714         30247.13546798378         -28.5157784241273          -10.19302666894058         3.274929035024243e-05      
810000                  -51220948.9107907         137884385.6347926         30247.57890969515         -28.4876661107435          -10.27087210855385         3.29455092735742e-05       
823500                  -51605341.43083163        137745203.8511533         30248.02498947829         -28.45933793831984         -10.34863810085052         3.314011671662343e-05      
837000                  -51989350.06481543        137604972.7663611         30248.47368557751         -28.43079414155108         -10.42632402837941         3.333311034658948e-05      
850500                  -52372971.90340814        137463693.4654537         30248.92497617006         -28.40203495700092         -10.50392927443885         3.352448783910944e-05      
864000                  -52756204.04048202        137321367.0417896         30249.37883944809         -28.37306062309925         -10.58145322308295         3.371424689069258e-05      
877500                  -53139043.5731407         137177994.5970371         30249.83525355905         -28.34387138013948         -10.65889525912775         3.390238521205902e-05      
891000                  -53521487.60174433        137033577.2411647         30250.29419657588         -28.31446747027569         -10.73625476815747         3.40889005254752e-05       
904500                  -53903533.22993474        136888116.0924299         30250.75564657152         -28.28484913752001         -10.81353113653066         3.427379056963886e-05      
918000                  -54285177.56466039        136741612.2773692         30251.219581604           -28.25501662773965         -10.89072375138638         3.445705309879088e-05      
931500                  -54666417.71620146        136594066.9307876         30251.68597966433         -28.22497018865422         -10.96783200065036         3.463868588315933e-05      
945000                  -55047250.79819487        136445481.1957476         30252.15481875837         -28.19471006983278         -11.04485527304117         3.481868670274224e-05      
958500                  -55427673.92765915        136295856.2235586         30252.62607683986         -28.16423652269107         -11.12179295807631         3.499705335840986e-05      
972000                  -55807684.2250194         136145193.1737662         30253.09973182529         -28.13354980048852         -11.19864444607838         3.517378366524326e-05      
985500                  -56187278.81413216        135993493.214141          30253.57576163858         -28.1026501583254          -11.27540912818117         3.534887544898169e-05      
999000                  -56566454.82231022        135840757.5206681         30254.05414410681         -28.07153785313987         -11.35208639633577         3.552232655934517e-05      
1012500                 -56945209.38034746        135686987.2775352         30254.53485705704         -28.040213143705           -11.42867564331665         3.569413485760009e-05      
1026000                 -57323539.62254351        135532183.6771225         30255.01787833124         -28.00867629062582         -11.50517626272773         3.586429821833548e-05      
1039500                 -57701442.68672855        135376347.9199907         30255.50318570435         -27.97692755633626         -11.58158764900845         3.60328145356803e-05       
1053000                 -58078915.71428794        135219481.2148697         30255.99075690657         -27.94496720509619         -11.65790919743983         3.619968171886256e-05      
1066500                 -58455955.85018688        135061584.7786476         30256.48056967557         -27.91279550298829         -11.73414030415048         3.636489769665019e-05      
1080000                 -58832560.24299493        134902659.8363589         30256.97260169685         -27.88041271791503         -11.81028036612264         3.652846040580471e-05      
1093500                 -59208726.04491061        134742707.6211733         30257.46683062613         -27.84781911959558         -11.8863287811982          3.669036780618029e-05      
1107000                 -59584450.41178593        134581729.3743835         30257.96323413402         -27.81501497956263         -11.96228494808467         3.685061787184196e-05      
1120500                 -59959730.50315077        134419726.3453938         30258.46178983897         -27.78200057115929         -12.03814826636118         3.700920859994739e-05      
1134000                 -60334563.48223737        134256699.7917084         30258.96247529239         -27.74877616953592         -12.11391813648447         3.716613799653601e-05      
1147500                 -60708946.51600468        134092650.9789194         30259.46526807547         -27.71534205164694         -12.1895939597948          3.732140408541085e-05      
1161000                 -61082876.77516268        133927581.1806946         30259.97014570981         -27.68169849624761         -12.26517513852193         3.747500491080302e-05      
1174500                 -61456351.4341967         133761491.6787658         30260.47708572447         -27.64784578389079         -12.34066107579104         3.762693853648358e-05      
1188000                 -61829367.67139163        133594383.7629167         30260.98606555164         -27.61378419692371         -12.41605117562865         3.777720303954624e-05      
1201500                 -62201922.66885617        133426258.7309701         30261.49706267566         -27.57951401948469         -12.49134484296852         3.792579651751282e-05      
1215000                 -62574013.61254692        133257117.8887765         30262.01005452126         -27.54503553749981         -12.56654148365751         3.807271708389237e-05      
1228500                 -62945637.69229255        133086962.5502009         30262.52501849085         -27.51034903867961         -12.64164050446151         3.821796287262202e-05      
1242000                 -63316792.10181788        132915794.0371109         30263.04193198681         -27.47545481251575         -12.71664131307125         3.836153203184978e-05      
1255500                 -63687474.0387678         132743613.6793641         30263.56077231467         -27.44035315027764         -12.79154331810817         3.850342273192808e-05      
1269000                 -64057680.70473138        132570422.8147951         30264.08151683211         -27.40504434500904         -12.86634592913024         3.864363316274933e-05      
1282500                 -64427409.30526573        132396222.7892034         30264.60414285213         -27.36952869152467         -12.9410485566378          3.878216153019309e-05      
1296000                 -64796657.04991986        132221014.9563402         30265.12862762064         -27.33380648640678         -13.01565061207932         3.891900606056709e-05      
1309500                 -65165421.15225858        132044800.6778958         30265.65494843572         -27.29787802800166         -13.09015150785722         3.905416499971892e-05      
1323000                 -65533698.82988627        131867581.3234865         30266.18308247626         -27.26174361641622         -13.16455065733362         3.918763661125979e-05      
1336500                 -65901487.30447058        131689358.2706417         30266.71300701052         -27.22540355351446         -13.23884747483615         3.931941917922899e-05      
1350000                 -66268783.80176618        131510132.904791          30267.24469918013         -27.18885814291397         -13.31304137566363         3.944951101342298e-05      
1363500                 -66635585.55163841        131329906.6192507         30267.7781361863          -27.15210768998236         -13.38713177609181         3.957791043429637e-05      
1377000                 -67001889.78808688        131148680.8152107         30268.31329514086         -27.11515250183376         -13.4611180933791          3.970461578717277e-05      
1390500                 -67367693.74926896        130966456.9017215         30268.85015318543         -27.07799288732517         -13.53499974577228         3.982962543780388e-05      
1404000                 -67732994.67752338        130783236.2956803         30269.38868738711         -27.04062915705292         -13.60877615251216         3.99529377732577e-05       
1417500                 -68097789.81939361        130599020.4218181         30269.92887485772         -27.00306162334899         -13.68244673383922         4.007455120014214e-05      
1431000                 -68462076.42565131        130413810.7126854         30270.47069261968         -26.96529060027743         -13.75601091099933         4.019446414815775e-05      
1444500                 -68825851.75131968        130227608.6086397         30271.01411773264         -26.92731640363065         -13.82946810624933         4.031267506743319e-05      
1458000                 -69189113.05569674        130040415.5578306         30271.55912720412         -26.88913935092572         -13.90281774286268         4.042918243296612e-05      
1471500                 -69551857.60237864        129852233.016187          30272.10569798201         -26.85075976140074         -13.97605924513502         4.054398473485321e-05      
1485000                 -69914082.65928283        129663062.4474026         30272.65380709618         -26.81217795601102         -14.04919203838983         4.065708049427741e-05      
1498500                 -70275785.49867123        129472905.3229225         30273.20343146473         -26.77339425742542         -14.12221554898393         4.076846824574432e-05      
1512000                 -70636963.3971733         129281763.1219288         30273.75454802811         -26.73440899002249         -14.19512920431309         4.087814655395761e-05      
1525500                 -70997613.6358092         129089637.3313268         30274.30713371187         -26.6952224798868          -14.26793243281755         4.098611400582541e-05      
1539000                 -71357733.50001265        128896529.4457308         30274.86116539687         -26.65583505480501         -14.34062466398753         4.109236920868398e-05      
1552500                 -71717320.27965404        128702440.9674497         30275.41661996394         -26.61624704426212         -14.41320532836875         4.119691079651489e-05      
1566000                 -72076371.26906315        128507373.4064731         30275.97347427905         -26.5764587794376          -14.48567385756793         4.129973742372783e-05      
1579500                 -72434883.76705216        128311328.2804567         30276.53170517087         -26.53647059320152         -14.55802968425826         4.140084777493058e-05      
1593000                 -72792855.07693842        128114307.1147076         30277.09128944576         -26.49628282011067         -14.63027224218484         4.150024055604717e-05      
1606500                 -73150282.50656709        127916311.4421705         30277.65220392495         -26.45589579640462         -14.70240096617016         4.159791449698247e-05      
1620000                 -73507163.36833389        127717342.8034122         30278.21442540735         -26.41530986000186         -14.77441529211949         4.169386835606304e-05      
1633500                 -73863494.97920784        127517402.746608          30278.77793064714         -26.37452535049578         -14.84631465702629         4.178810091115537e-05      
1647000                 -74219274.66075367        127316492.8275259         30279.3426963836          -26.33354260915075         -14.91809849897764         4.188061097654128e-05      
1660500                 -74574499.73915449        127114614.6095126         30279.90869938582         -26.29236197889811         -14.98976625715955         4.197139738426614e-05      
1674000                 -74929167.54523419        126911769.6634783         30280.4759163484          -26.25098380433215         -15.06131737186239         4.206045899568522e-05      
1687500                 -75283275.41447987        126707959.5678817         30281.04432400316         -26.20940843170616         -15.13275128448618         4.214779470235186e-05      
1701000                 -75636820.6870642         126503185.9087152         30281.61389903724         -26.16763620892828         -15.20406743754591         4.223340342068838e-05      
1714500                 -75989800.70786791        126297450.2794897         30282.18461812288         -26.12566748555754         -15.27526527467689         4.231728409376245e-05      
1728000                 -76342212.8265017         126090754.2812192         30282.75645792484         -26.08350261279968         -15.34634424063999         4.239943569483984e-05      
1741500                 -76694054.39732873        125883099.5224062         30283.32939508557         -26.04114194350312         -15.41730378132694         4.247985722738434e-05      
1755000                 -77045322.77948672        125674487.6190256         30283.9034062624          -25.99858583215481         -15.4881433437656          4.255854772328149e-05      
1768500                 -77396015.33690992        125464920.1945099         30284.47846808285         -25.95583463487609         -15.55886237612514         4.263550624195034e-05      
1782000                 -77746129.43835123        125254398.8797337         30285.05455715209         -25.91288870941855         -15.6294603277213          4.271073187744889e-05      
1795500                 -78095662.45740426        125042925.3129978         30285.63165003806         -25.86974841515983         -15.69993664902158         4.278422375048052e-05      
1809000                 -78444611.7725251         124830501.1400142         30286.20972338319         -25.82641411309944         -15.77029079165044         4.285598101461119e-05      
1822500                 -78792974.7670543         124617128.0138898         30286.78875373304         -25.78288616585454         -15.84052220839442         4.292600285360493e-05      
1836000                 -79140748.82923858        124402807.5951113         30287.36871764064         -25.73916493765574         -15.91063035320733         4.299428848320019e-05      
1849500                 -79487931.35225268        124187541.5515289         30287.94959170371         -25.69525079434278         -15.98061468121537         4.306083715466258e-05      
1863000                 -79834519.73422101        123971331.5583408         30288.53135242313         -25.65114410336034         -16.05047464872223         4.312564814767939e-05      
1876500                 -80180511.37823926        123754179.298077          30289.11397637427         -25.60684523375368         -16.12020971321418         4.318872077835323e-05      
1890000                 -80525903.69239608        123536086.4605836         30289.69744006544         -25.5623545561644          -16.18981933336517         4.325005439742569e-05      
1903500                 -80870694.0897945         123317054.7430064         30290.28172001988         -25.51767244282609         -16.25930296904185         4.330964838761275e-05      
1917000                 -81214879.98857339        123097085.8497749         30290.86679276079         -25.47279926756            -16.32866008130863         4.336750217159846e-05      
1930500                 -81558458.81192897        122876181.4925863         30291.4526347667          -25.42773540577064         -16.39789013243269         4.342361520048854e-05      
1944000                 -81901427.98813599        122654343.3903888         30292.03922253102         -25.38248123444148         -16.46699258588901         4.347798696890948e-05      
1957500                 -82243784.95056917        122431573.2693657         30292.62653256953         -25.3370371321305          -16.53596690636529         4.353061700523853e-05      
1971000                 -82585527.13772436        122207872.8629189         30293.21454135329         -25.29140347896581         -16.60481255976698         4.358150487515644e-05      
1984500                 -82926651.99323969        121983243.9116519         30293.80322536081         -25.2455806566412          -16.67352901322218         4.363065018075929e-05      
1998000                 -83267156.96591678        121757688.1633541         30294.39256105572         -25.1995690484117          -16.74211573508658         4.367805256499935e-05      
2011500                 -83607039.50974159        121531207.3729836         30294.98252492398         -25.15336903908914         -16.81057219494837         4.372371171079692e-05      
2025000                 -83946297.08390559        121303803.3026509         30295.57309342176         -25.10698101503768         -16.87889786363314         4.376762733748763e-05      
2038500                 -84284927.15282662        121075477.7216016         30296.16424302012         -25.06040536416924         -16.94709221320829         4.380979925144857e-05      
2052000                 -84622927.18616973        120846232.4062004         30296.75595013797         -25.01364247593885         -17.01515471698905         4.385022720398979e-05      
2065500                 -84960294.65886799        120616069.1399135         30297.34819129109         -24.96669274134051         -17.08308484954252         4.388891102014014e-05      
2079000                 -85297027.05114332        120384989.7132922         30297.94094288349         -24.91955655290252         -17.15088208669223         4.392585059953547e-05      
2092500                 -85633121.84852701        120152995.9239554         30298.53418138623         -24.8722343046828          -17.21854590552327         4.396104587911509e-05      
2106000                 -85968576.54188056        119920089.576573          30299.12788324803         -24.82472639226436         -17.28607578438705         4.399449684200363e-05      
2119500                 -86303388.62741594        119686272.4828486         30299.72202493995         -24.77703321275069         -17.35347120290606         4.402620350862918e-05      
2133000                 -86637555.60671637        119451546.4615021         30300.31658289582         -24.72915516476115         -17.42073164197861         4.405616594826967e-05      
2146500                 -86971074.98675661        119215913.3382529         30300.91153359413         -24.68109264842634         -17.48785658378349         4.408438427194739e-05      
2160000                 -87303944.27992338        118979374.9458022         30301.50685344636         -24.63284606538346         -17.55484551178473         4.411085863598174e-05      
2173500                 -87636161.00403561        118741933.1238155         30302.10251893103         -24.58441581877169         -17.62169791073626         4.413558924465377e-05      
2187000                 -87967722.68236473        118503589.7189058         30302.69850651175         -24.53580231322743         -17.68841326668652         4.41585763519825e-05       
2200500                 -88298626.84365481        118264346.5846155         30303.29479265958         -24.48700595487972         -17.75499106698317         4.417982025906042e-05      
2214000                 -88628871.0221428         118024205.5813989         30303.89135381579         -24.43802715134544         -17.8214308002776          4.419932131316529e-05      
2227500                 -88958452.75757845        117783168.5766048         30304.48816648126         -24.38886631172466         -17.88773195652965         4.421707991841828e-05      
2241000                 -89287369.59524429        117541237.4444587         30305.08520711213         -24.33952384659584         -17.95389402701211         4.423309652779039e-05      
2254500                 -89615619.08597568        117298414.0660449         30305.68245221674         -24.29000016801115         -18.01991650431525         4.424737164043791e-05      
2268000                 -89943198.78618059        117054700.329289          30306.27987829596         -24.24029568949164         -18.08579888235146         4.425990581502504e-05      
2281500                 -90270106.25785938        116810098.1289396         30306.87746185064         -24.19041082602248         -18.15154065635969         4.427069966794761e-05      
2295000                 -90596339.06862463        116564609.3665509         30307.47517935932         -24.14034599404817         -18.21714132290992         4.427975385823402e-05      
2308500                 -90921894.79172069        116318235.9504641         30308.07300738245         -24.09010161146771         -18.28260037990773         4.428706910708513e-05      
2322000                 -91246771.00604333        116070979.7957899         30308.67092239857         -24.03967809762983         -18.34791732659869         4.42926461987625e-05       
2335500                 -91570965.29615933        115822842.8243898         30309.26890099049         -23.98907587332804         -18.4130916635728          4.429648595749569e-05      
2349000                 -91894475.25232586        115573826.9648586         30309.86691970378         -23.9382953607959          -18.47812289276893         4.429858927590402e-05      
2362500                 -92217298.47051001        115323934.1525054         30310.46495506913         -23.88733698370204         -18.54301051747922         4.429895710966747e-05      
2376000                 -92539432.55240794        115073166.329336          30311.06298371404         -23.83620116714533         -18.60775404235341         4.429759046331583e-05      
2389500                 -92860875.10546441        114821525.4440341         30311.66098219901         -23.78488833764999         -18.67235297340326         4.429449040799227e-05      
2403000                 -93181623.74289174        114569013.4519432         30312.25892713666         -23.73339892316063         -18.73680681800684         4.428965807523611e-05      
2416500                 -93501676.08368912        114315632.3150477         30312.85679517686         -23.68173335303739         -18.80111508491282         4.428309464898916e-05      
2430000                 -93821029.7526616         114061384.0019547         30313.4545629099          -23.62989205805092         -18.86527728424485         4.427480138780027e-05      
2443500                 -94139682.38043912        113806270.4878755         30314.05220702291         -23.57787547037748         -18.92929292750578         4.426477960883801e-05      
2457000                 -94457631.60349549        113550293.7546065         30314.64970420301         -23.52568402359395         -18.99316152758189         4.425303069233166e-05      
2470500                 -94774875.06416726        113293455.790511          30315.24703109264         -23.47331815267283         -19.05688259874718         4.423955607890662e-05      
2484000                 -95091410.41067241        113035758.5905001         30315.8441644311          -23.42077829397729         -19.12045565666752         4.422435728290708e-05      
2497500                 -95407235.29712927        112777204.1560139         30316.44108094275         -23.36806488525611         -19.18388021840489         4.420743587107978e-05      
2511000                 -95722347.38357504        112517794.495003          30317.03775743395         -23.31517836563871         -19.24715580242154         4.418879349632476e-05      
2524500                 -96036744.33598447        112257531.621909          30317.63417063654         -23.26211917563004         -19.31028192858413         4.41684318595037e-05       
2538000                 -96350423.82628842        111996417.557646          30318.23029734939         -23.2088877571056          -19.37325811816786         4.414635274141432e-05      
2551500                 -96663383.53239229        111734454.3295811         30318.82611443847         -23.15548455330635         -19.43608389386058         4.412255798591502e-05      
2565000                 -96975621.13819438        111471643.9715159         30319.42159870267         -23.10191000883359         -19.49875877976688         4.409704950880666e-05      
2578500                 -97287134.33360429        111207988.5236667         30320.01672705263         -23.04816456964398         -19.56128230141217         4.406982929605618e-05      
2592000                 -97597920.81456113        110943490.0326458         30320.611476399           -22.9942486830443          -19.62365398574666         4.404089939580302e-05      
2605500                 -97907978.28305177        110678150.5514419         30321.20582365245         -22.94016279768646         -19.68587336114949         4.401026193168178e-05      
2619000                 -98217304.44712894        110411972.1394009         30321.79974578321         -22.88590736356228         -19.74793995743267         4.397791910459858e-05      
2632500                 -98525897.02092923        110144956.8622067         30322.3932197839          -22.8314828319984          -19.80985330584506         4.394387317585569e-05      
2646000                 -98833753.72469109        109877106.7918615         30322.98622271419         -22.77688965565113         -19.87161293907635         4.390812648935594e-05      
2659500                 -99140872.28477292        109608424.0066665         30323.57873157412         -22.72212828850125         -19.933218391261           4.387068145383921e-05      
2673000                 -99447250.43367061        109338910.5912021         30324.17072350532         -22.66719918584886         -19.99466919798215         4.383154055265237e-05      
2686500                 -99752885.9100356         109068568.636309          30324.76217556            -22.61210280430819         -20.05596489627553         4.379070634730198e-05      
2700000                 -100057776.4586923        108797400.2390676         30325.35306494683         -22.55683960180238         -20.11710502463334         4.374818146146708e-05      
2713500                 -100361919.8306561        108525407.502779          30325.94336885214         -22.50141003755827         -20.17808912300809         4.370396859521009e-05      
2727000                 -100665313.7831507        108252592.536945          30326.5330645293          -22.44581457210121         -20.23891673281645         4.365807052764126e-05      
2740500                 -100967956.0796254        107978957.4572486         30327.12212921679         -22.39005366724978         -20.29958739694307         4.361049010803697e-05      
2754000                 -101269844.4897729        107704504.3855336         30327.71054020524         -22.33412778611053         -20.36010065974434         4.35612302513988e-05       
2767500                 -101570976.7895465        107429235.4497853         30328.29827486724         -22.27803739307279         -20.42045606705223         4.35102939597698e-05       
2781000                 -101871350.7611775        107153152.7841102         30328.88531059772         -22.22178295380331         -20.48065316617797         4.345768429736552e-05      
2794500                 -102170964.1931921        106876258.5287159         30329.47162482142         -22.16536493524104         -20.54069150591581         4.340340440034396e-05      
2808000                 -102469814.8804289        106598554.8298916         30330.0571950078          -22.10878380559178         -20.60057063654673         4.334745748035829e-05      
2821500                 -102767900.6240556        106320043.8399873         30330.64199867845         -22.05204003432295         -20.66029010984214         4.328984681833958e-05      
2835000                 -103065219.2315863        106040727.7173943         30331.22601339221         -21.99513409215816         -20.71984947906752         4.323057576449685e-05      
2848500                 -103361768.5168984        105760608.6265245         30331.80921676755         -21.93806645107198         -20.77924829898607         4.31696477463106e-05       
2862000                 -103657546.3002493        105479688.7377905         30332.39158643782         -21.88083758428456         -20.83848612586234         4.310706624810479e-05      
2875500                 -103952550.4082933        105197970.2275851         30332.97310013324         -21.82344796625628         -20.89756251746586         4.30428348341394e-05       
2889000                 -104246778.6740981        104915455.278261          30333.55373558402         -21.76589807268234         -20.95647703307466         4.297695712462968e-05      
2902500                 -104540228.9371617        104632146.0781106         30334.13347058743         -21.70818838048749         -21.0152292334789          4.290943681883874e-05      
2916000                 -104832899.0434288        104348044.8213452         30334.7122830078          -21.65031936782053         -21.07381868098432         4.284027767020859e-05      
2929500                 -105124786.8453076        104063153.7080749         30335.2901507318          -21.59229151404898         -21.13224493941585         4.276948350057097e-05      
2943000                 -105415890.2016855        103777474.9442879         30335.86705172062         -21.53410529975366         -21.19050757412105         4.269705818771286e-05      
2956500                 -105706206.9779464        103491010.7418297         30336.44296398759         -21.47576120672328         -21.24860615197359         4.262300567603461e-05      
2970000                 -105995735.045986         103203763.3183827         30337.0178655684          -21.41725971794897         -21.3065402413767          4.254732996678001e-05      
2983500                 -106284472.2842287        102915734.8974459         30337.59173460305         -21.35860131761888         -21.36430941226661         4.247003511714809e-05      
2997000                 -106572416.5776437        102626927.7083134         30338.16454923898         -21.29978649111272         -21.42191323611596         4.239112523229949e-05      
3010500                 -106859565.8177603        102337343.9860541         30338.7362877205          -21.24081572499628         -21.47935128593719         4.231060447867918e-05      
3024000                 -107145917.9026849        102046985.9714909         30339.30692833662         -21.18168950701598         -21.53662313628587         4.222847707247013e-05      
3037500                 -107431470.7371162        101755855.9111797         30339.8764493987          -21.12240832609339         -21.59372836326407         4.214474726982331e-05      
3051000                 -107716222.2323614        101463956.0573886         30340.4448293224          -21.0629726723197          -21.6506665445237          4.205941937485136e-05      
3064500                 -108000170.3063514        101171288.668077          30341.01204654574         -21.00338303695028         -21.70743725926976         4.197249773874034e-05      
3078000                 -108283312.8836574        100877856.0068744         30341.57807961106         -20.94363991239908         -21.76404008826366         4.188398674287441e-05      
3091500                 -108565647.8955057        100583660.3430595         30342.14290705323         -20.88374379223321         -21.82047461382645         4.179389081127027e-05      
