DefaultSC.ElapsedSecs   DefaultSC.SSBMJ2000Ec.X   DefaultSC.SSBMJ2000Ec.Y   DefaultSC.SSBMJ2000Ec.Z   DefaultSC.SSBMJ2000Ec.VX   DefaultSC.SSBMJ2000Ec.VY   DefaultSC.SSBMJ2000Ec.VZ   
337500                  -37548190.05706778        142086877.3327232         30233.78138273209         -29.34160994091238         -7.503465516703983         2.513658475278291e-05      
351000                  -37944162.67484342        141985039.3065743         30234.12241262943         -29.32096296773124         -7.583639846074434         2.538610869473601e-05      
364500                  -38339855.05500589        141882119.3181181         30234.46680080891         -29.30009328560367         -7.663756122336915         2.563410841416314e-05      
378000                  -38735264.1921278         141778118.1553864         30234.81452668458         -29.27900106424545         -7.743813706330828         2.588058113905944e-05      
391500                  -39130387.08308609        141673036.6150362         30235.16556961089         -29.25768647531874         -7.823811959427645         2.612552411385138e-05      
405000                  -39525220.72708821        141566875.5023423         30235.51990892738         -29.23614969243019         -7.903750243537449         2.636893459184719e-05      
418500                  -39919762.12569847        141459635.63119           30235.87752392888         -29.21439089112903         -7.983627921115464         2.661080983745734e-05      
432000                  -40314008.28286418        141351317.824068          30236.23839386553         -29.19241024890518         -8.063444355168585         2.685114712841497e-05      
445500                  -40707956.20494183        141241922.9120602         30236.60249797255         -29.17020794518732         -8.143198909261892         2.708994375311136e-05      
459000                  -41101602.90072328        141131451.7348391         30236.96981541067         -29.14778416134084         -8.222890947525173         2.732719701192821e-05      
472500                  -41494945.38146192        141019905.1406571         30237.34032533318         -29.12513908066598         -8.302519834659412         2.756290421768171e-05      
486000                  -41887980.66089869        140907283.9863396         30237.71400684863         -29.10227288839568         -8.382084935943293         2.779706269473437e-05      
499500                  -42280705.75528827        140793589.1372766         30238.09083903581         -29.07918577169362         -8.461585617239688         2.802966977855093e-05      
513000                  -42673117.68342501        140678821.467415          30238.47080093622         -29.05587791965211         -8.541021245002126         2.826072281969516e-05      
526500                  -43065213.46666905        140562981.8592507         30238.85387155414         -29.03234952329002         -8.620391186281267         2.84902191789449e-05       
540000                  -43456990.12897228        140446071.2038201         30239.24002984166         -29.00860077555065         -8.699694808731369         2.87181562277361e-05       
553500                  -43848444.69690425        140328090.4006925         30239.62925475091         -28.98463187129958         -8.778931480616725         2.894453135304786e-05      
567000                  -44239574.19967822        140209040.3579611         30240.02152515948         -28.96044300732252         -8.858100570818122         2.916934195251741e-05      
580500                  -44630375.66917699        140088921.9922352         30240.41681994498         -28.9360343823231          -8.937201448839264         2.939258543710466e-05      
594000                  -45020846.13997877        139967736.2286316         30240.81511790305         -28.91140619692065         -9.016233484813203         2.9614259230204e-05        
607500                  -45410982.64938305        139845484.0007659         30241.21639785171         -28.88655865364799         -9.095196049508752         2.983436076853252e-05      
621000                  -45800782.23743646        139722166.2507442         30241.62063857168         -28.8614919569491          -9.174088514336891         3.005288749946544e-05      
634500                  -46190241.94695848        139597783.9291539         30242.02781873941         -28.8362063131769          -9.252910251357164         3.026983688547702e-05      
648000                  -46579358.82356721        139472337.9950554         30242.4379170537          -28.81070193059088         -9.331660633284068         3.048520640236418e-05      
661500                  -46968129.91570513        139345829.415973          30242.85091219097         -28.78497901935432         -9.410339033493099         3.069899352947658e-05      
675000                  -47356552.27466477        139218259.1678857         30243.26678275317         -28.75903779153328         -9.48894482602808          3.091119577547374e-05      
688500                  -47744622.95461436        139089628.2352185         30243.68550733477         -28.73287846109283         -9.567477385606564         3.11218106534561e-05       
702000                  -48132339.0126235         138959937.6108333         30244.107064493           -28.70650124389514         -9.645936087626513         3.133083569295536e-05      
715500                  -48519697.50868867        138829188.2960192         30244.53143274039         -28.67990635769701         -9.724320308172615         3.153826843194096e-05      
729000                  -48906695.50575887        138697381.3004837         30244.95859056711         -28.65309402214739         -9.802629424022632         3.174410642436953e-05      
742500                  -49293330.06976113        138564517.6423431         30245.38851641864         -28.62606445878493         -9.88086281265371          3.194834723840856e-05      
756000                  -49679598.26962595        138430598.3481127         30245.82118875533         -28.59881789103549         -9.959019852248684         3.21509884555482e-05       
769500                  -50065497.17731287        138295624.452698          30246.25658590347         -28.57135454420951         -10.03709992170238         3.235202767148948e-05      
783000                  -50451023.86783577        138159596.9993842         30246.6946862638          -28.54367464549953         -10.11510240062788         3.255146249747654e-05      
796500                  -50836175.41928834        138022517.0398269         30247.13546815515         -28.5157784239776          -10.19302666936282         3.274929055185893e-05      
810000                  -51220948.91286941        137884385.6340425         30247.57890986651         -28.48766611059263         -10.27087210897567         3.29455094751907e-05       
823500                  -51605341.43290828        137745203.8503975         30248.02498967946         -28.4593379381678          -10.34863810127191         3.314011691868402e-05      
837000                  -51989350.06689001        137604972.7655996         30248.47368578613         -28.43079414139788         -10.42632402880036         3.33331105473178e-05       
850500                  -52372971.90548065        137463693.4646865         30248.92497640103         -28.40203495684655         -10.50392927485936         3.352448804072594e-05      
864000                  -52756204.04255244        137321367.0410167         30249.37883970141         -28.37306062294372         -10.58145322350302         3.371424709364135e-05      
877500                  -53139043.57520901        137177994.5962586         30249.83525380492         -28.34387137998277         -10.65889525954737         3.390238541323143e-05      
891000                  -53521487.60381056        137033577.2403805         30250.2941967994          -28.31446747011783         -10.73625476857665         3.408890072931214e-05      
904500                  -53903533.23199884        136888116.09164           30250.75564680994         -28.28484913736098         -10.81353113694939         3.427379077303172e-05      
918000                  -54285177.56672234        136741612.2765738         30251.21958183497         -28.25501662757946         -10.89072375180465         3.445705330173965e-05      
931500                  -54666417.71826126        136594066.9299865         30251.6859799102          -28.22497018849287         -10.96783200106818         3.463868608477583e-05      
945000                  -55047250.80025248        136445481.1949408         30252.15481901914         -28.19471006967028         -11.04485527345852         3.481868690435874e-05      
958500                  -55427673.92971455        136295856.2227462         30252.62607710809         -28.16423652252741         -11.1217929584932          3.499705356180272e-05      
972000                  -55807684.22707257        136145193.1729482         30253.09973211587         -28.1335498003237          -11.19864444649481         3.517378386597159e-05      
985500                  -56187278.8161831         135993493.2133174         30253.57576189935         -28.10265015815943         -11.27540912859713         3.534887565059819e-05      
999000                  -56566454.82435893        135840757.5198388         30254.05414435267         -28.07153785297275         -11.35208639675126         3.552232676096168e-05      
1012500                 -56945209.38239391        135686987.2767004         30254.53485732526         -28.04021314353674         -11.42867564373166         3.569413505566388e-05      
1026000                 -57323539.62458769        135532183.6762821         30255.01787860692         -28.0086762904564          -11.50517626314226         3.586429841995198e-05      
1039500                 -57701442.68877044        135376347.9191447         30255.50318598747         -27.97692755616569         -11.5815876494225          3.603281473818498e-05      
1053000                 -58078915.71632752        135219481.2140181         30255.99075719714         -27.94496720492447         -11.65790919785339         3.619968192225542e-05      
1066500                 -58455955.85222414        135061584.7777904         30256.48056997359         -27.91279550281543         -11.73414030456355         3.636489789737851e-05      
1080000                 -58832560.24502985        134902659.8354962         30256.97260201722         -27.88041271774104         -11.81028036653522         3.652846060830939e-05      
1093500                 -59208726.04694318        134742707.620305          30257.46683096141         -27.84781911942045         -11.88632878161028         3.669036800957315e-05      
1107000                 -59584450.41381612        134581729.3735096         30257.9632344842          -27.81501497938636         -11.96228494849625         3.6850618076123e-05        
1120500                 -59959730.50517858        134419726.3445144         30258.46179017425         -27.78200057098188         -12.03814826677226         3.700920880334024e-05      
1134000                 -60334563.48426277        134256699.7908235         30258.96247565001         -27.74877616935738         -12.11391813689504         3.716613819992887e-05      
1147500                 -60708946.51802767        134092650.9780289         30259.46526842564         -27.71534205146726         -12.18959396020485         3.732140428702735e-05      
1161000                 -61082876.77718325        133927581.1797986         30259.97014606744         -27.68169849606679         -12.26517513893147         3.747500511597224e-05      
1174500                 -61456351.43621483        133761491.6778643         30260.4770860672          -27.64784578370885         -12.34066107620007         3.762693873987644e-05      
1188000                 -61829367.6734073         133594383.7620097         30260.98606589437         -27.61378419674065         -12.41605117603717         3.777720324382727e-05      
1201500                 -62201922.67086936        133426258.7300576         30261.49706303328         -27.5795140193005          -12.4913448433765          3.792579672090568e-05      
1215000                 -62574013.61455761        133257117.8878584         30262.01005487889         -27.54503553731449         -12.56654148406497         3.807271728550887e-05      
1228500                 -62945637.69430073        133086962.5492773         30262.52501886338         -27.51034903849316         -12.64164050486845         3.821796307246217e-05      
1242000                 -63316792.10382352        132915794.0361819         30263.04193233699         -27.47545481232818         -12.71664131347765         3.83615322325781e-05       
1255500                 -63687474.0407709         132743613.6784295         30263.56077266485         -27.44035315008894         -12.79154331851404         3.850342293354458e-05      
1269000                 -64057680.70673193        132570422.8138551         30264.08151719719         -27.40504434481922         -12.86634592953558         3.864363336436583e-05      
1282500                 -64427409.30726372        132396222.7882579         30264.60414321721         -27.36952869133373         -12.94104855704259         3.878216173092142e-05      
1296000                 -64796657.05191526        132221014.9553893         30265.12862798572         -27.33380648621472         -13.01565061248356         3.891900625951905e-05      
1309500                 -65165421.15425138        132044800.6769394         30265.65494877845         -27.29787802780849         -13.09015150826091         3.905416519689453e-05      
1323000                 -65533698.83187643        131867581.3225246         30266.18308283389         -27.26174361622194         -13.16455065773677         3.91876368084354e-05       
1336500                 -65901487.30645811        131689358.2696744         30266.71300736815         -27.22540355331907         -13.23884747523874         3.931941937551642e-05      
1350000                 -66268783.80375106        131510132.9038183         30267.24469955266         -27.18885814271747         -13.31304137606566         3.944951120882223e-05      
1363500                 -66635585.55362064        131329906.6182725         30267.77813655883         -27.15210768978475         -13.38713177649328         3.957791062880744e-05      
1377000                 -67001889.79006643        131148680.8142271         30268.31329553574         -27.11515250163504         -13.46111809378001         3.970461598079567e-05      
1390500                 -67367693.75124583        130966456.9007325         30268.85015356541         -27.07799288712535         -13.53499974617263         3.982962563142678e-05      
1404000                 -67732994.67949754        130783236.294686          30269.38868778944         -27.040629156852           -13.60877615291193         3.995293796510424e-05      
1417500                 -68097789.82136506        130599020.4208183         30269.92887524515         -27.00306162314697         -13.68244673423842         4.007455139021232e-05      
1431000                 -68462076.42762001        130413810.7116803         30270.47069302946         -26.96529060007431         -13.75601091139795         4.019446433911611e-05      
1444500                 -68825851.75328562        130227608.6076292         30271.01411812753         -26.92731640342642         -13.82946810664737         4.031267526016791e-05      
1458000                 -69189113.05765994        130040415.5568148         30271.559127599           -26.8891393507204          -13.90281774326013         4.042918262481265e-05      
1471500                 -69551857.60433906        129852233.0151657         30272.1056984067          -26.85075976119432         -13.97605924553189         4.054398492758793e-05      
1485000                 -69914082.66124049        129663062.446376          30272.65380752087         -26.8121779558035          -14.04919203878611         4.065708068612395e-05      
1498500                 -70275785.50062607        129472905.3218905         30273.20343190432         -26.7733942572168          -14.12221554937962         4.076846843936721e-05      
1512000                 -70636963.39912532        129281763.1208915         30273.75454847515         -26.7344089898128          -14.1951292047082          4.087814674935686e-05      
1525500                 -70997613.63775837        129089637.3302842         30274.30713417381         -26.69522247967601         -14.26793243321206         4.098611420033649e-05      
1539000                 -71357733.50195897        128896529.4446828         30274.86116585881         -26.65583505459313         -14.34062466438143         4.109236940053052e-05      
1552500                 -71717320.28159748        128702440.9663965         30275.41662042588         -26.61624704404915         -14.41320532876204         4.119691099013778e-05      
1566000                 -72076371.27100368        128507373.4054146         30275.97347472608         -26.57645877922355         -14.48567385796062         4.129973761735073e-05      
1579500                 -72434883.7689898         128311328.2793929         30276.53170561045         -26.53647059298639         -14.55802968465033         4.140084797121801e-05      
1593000                 -72792855.07887313        128114307.1136385         30277.09128990024         -26.49628281989445         -14.6302722425763          4.150024075055825e-05      
1606500                 -73150282.50849885        127916311.4410961         30277.65220437944         -26.45589579618733         -14.70240096656101         4.159791469238172e-05      
1620000                 -73507163.37026273        127717342.8023326         30278.21442584693         -26.4153098597835          -14.77441529250971         4.169386854879775e-05      
1633500                 -73863494.98113373        127517402.745523          30278.77793108672         -26.37452535027634         -14.84631465741589         4.178810110566644e-05      
1647000                 -74219274.66267659        127316492.8264357         30279.34269683808         -26.33354260893023         -14.91809849936661         4.188061117016417e-05      
1660500                 -74574499.74107443        127114614.6084171         30279.90869984776         -26.29236197867651         -14.9897662575479          4.197139757788904e-05      
1674000                 -74929167.54715112        126911769.6623776         30280.47591681033         -26.2509838041095          -15.06131737225011         4.206045918930812e-05      
1687500                 -75283275.41639377        126707959.5667758         30281.0443244651          -26.20940843148244         -15.13275128487326         4.214779489597476e-05      
1701000                 -75636820.68897511        126503185.9076041         30281.61389949918         -26.1676362087035          -15.20406743793235         4.223340361253491e-05      
1714500                 -75989800.70977576        126297450.2783734         30282.18461857736         -26.12566748533169         -15.27526527506268         4.231728428383264e-05      
1728000                 -76342212.82840651        126090754.2800977         30282.75645836443         -26.08350261257278         -15.34634424102514         4.239943588491002e-05      
1741500                 -76694054.39923048        125883099.5212795         30283.32939554751         -26.04114194327516         -15.41730378171145         4.247985741923088e-05      
1755000                 -77045322.78138539        125674487.6178937         30283.90340671688         -25.99858583192578         -15.48814334414946         4.255854791512803e-05      
1768500                 -77396015.33880551        125464920.1933729         30284.47846850753         -25.95583463464601         -15.55886237650835         4.263550643468506e-05      
1782000                 -77746129.44024372        125254398.8785915         30285.05455757678         -25.91288870918741         -15.62946032810385         4.271073206840725e-05      
1795500                 -78095662.4592936         125042925.3118505         30285.6316504702          -25.86974841492763         -15.69993664940348         4.278422393966253e-05      
1809000                 -78444611.77441132        124830501.1388617         30286.20972380787         -25.82641411286619         -15.77029079203167         4.285598120379319e-05      
1822500                 -78792974.76893735        124617128.0127322         30286.78875416517         -25.78288616562026         -15.84052220877498         4.292600304101057e-05      
1836000                 -79140748.83111848        124402807.5939485         30287.36871807277         -25.73916493742041         -15.91063035358723         4.299428867149402e-05      
1849500                 -79487931.35412937        124187541.550361          30287.94959212095         -25.69525079410641         -15.9806146815946          4.306083734029187e-05      
1863000                 -79834519.73609449        123971331.5571678         30288.53135285527         -25.65114410312292         -16.05047464910079         4.31256483324205e-05       
1876500                 -80180511.38010955        123754179.2968989         30289.11397679895         -25.60684523351522         -16.12020971359206         4.318872096220616e-05      
1890000                 -80525903.69426313        123536086.4594004         30289.69744048268         -25.56235455592491         -16.18981933374237         4.325005457950226e-05      
1903500                 -80870694.09165829        123317054.7418181         30290.28172045201         -25.51767244258556         -16.25930296941836         4.330964857235387e-05      
1917000                 -81214879.99043392        123097085.8485815         30290.86679317802         -25.47279926731843         -16.32866008168445         4.336750235456321e-05      
1930500                 -81558458.81378622        122876181.4913878         30291.45263518393         -25.42773540552805         -16.39789013280783         4.34236153834533e-05       
1944000                 -81901427.98998994        122654343.3891853         30292.03922297061         -25.38248123419786         -16.46699258626346         4.347798715187423e-05      
1957500                 -82243784.9524198         122431573.2681572         30292.62653300911         -25.33703713188586         -16.53596690673905         4.353061718909146e-05      
1971000                 -82585527.13957168        122207872.8617053         30293.21454178542         -25.29140347872014         -16.60481256014004         4.358150505900937e-05      
1984500                 -82926651.99508372        121983243.9104333         30293.80322579294         -25.24558065639451         -16.67352901359454         4.363065036283587e-05      
1998000                 -83267156.96775746        121757688.1621305         30294.39256148785         -25.19956904816399         -16.74211573545824         4.36780527479641e-05       
2011500                 -83607039.51157892        121531207.371755          30294.98252534866         -25.15336903884042         -16.81057219531933         4.37237118928735e-05       
2025000                 -83946297.08573957        121303803.3014172         30295.57309386879         -25.10698101478794         -16.87889786400339         4.376762752045238e-05      
2038500                 -84284927.15465719        121075477.720363          30296.16424346715         -25.06040536391848         -16.94709221357782         4.380979943086061e-05      
2052000                 -84622927.18799692        120846232.4049568         30296.75595059991         -25.01364247568708         -17.01515471735787         4.385022738340183e-05      
2065500                 -84960294.66069178        120616069.138665          30297.34819173813         -24.96669274108772         -17.08308484991062         4.388891119866401e-05      
2079000                 -85297027.0529637         120384989.7120387         30297.94094333053         -24.91955655264873         -17.15088208705961         4.392585077983569e-05      
2092500                 -85633121.85034396        120152995.9226969         30298.53418185562         -24.872234304428           -17.21854590588993         4.396104606207985e-05      
2106000                 -85968576.54369403        119920089.5753096         30299.12788373232         -24.82472639200855         -17.28607578475299         4.39944970240802e-05       
2119500                 -86303388.62922595        119686272.4815802         30299.72202543914         -24.77703321249389         -17.35347120327127         4.402620368804122e-05      
2133000                 -86637555.60852294        119451546.4602288         30300.31658340246         -24.72915516450335         -17.42073164234308         4.405616612679353e-05      
2146500                 -86971074.98855971        119215913.3369747         30300.91153407842         -24.68109264816754         -17.48785658414722         4.408438444869489e-05      
2160000                 -87303944.28172298        118979374.9445191         30301.50685393065         -24.63284606512367         -17.55484551214774         4.411085881272925e-05      
2173500                 -87636161.00583169        118741933.1225275         30302.10251943022         -24.5844158185109          -17.62169791109852         4.413558942228946e-05      
2187000                 -87967722.68415728        118503589.717613          30302.69850700349         -24.53580231296565         -17.68841326704804         4.415857653050637e-05      
2200500                 -88298626.84544386        118264346.5833178         30303.29479314387         -24.48700595461695         -17.75499106734394         4.417982043758428e-05      
2214000                 -88628871.02392831        118024205.5800963         30303.89135430008         -24.43802715108169         -17.82143080063762         4.419932149080097e-05      
2227500                 -88958452.75936039        117783168.5752973         30304.48816698045         -24.38886631145992         -17.88773195688893         4.421708009783032e-05      
2241000                 -89287369.59702264        117541237.4431464         30305.08520762622         -24.33952384633013         -17.95389402737062         4.423309670542608e-05      
2254500                 -89615619.08775044        117298414.0647278         30305.68245273829         -24.29000016774446         -18.01991650467302         4.424737181807359e-05      
2268000                 -89943198.78795172        117054700.327967          30306.2798788175          -24.24029568922397         -18.08579888270848         4.425990599710161e-05      
2281500                 -90270106.25962691        116810098.1276129         30306.87746237218         -24.19041082575384         -18.15154065671593         4.427069984647147e-05      
2295000                 -90596339.07038848        116564609.3652193         30307.47517989576         -24.14034599377855         -18.2171413232654          4.427975403498152e-05      
2308500                 -90921894.79348089        116318235.9491278         30308.07300791144         -24.09010161119713         -18.28260038026244         4.428706928294446e-05      
2322000                 -91246771.00779986        116070979.7944488         30308.67092292756         -24.03967809735827         -18.34791732695263         4.429264637284547e-05      
2335500                 -91570965.2979122         115822842.8230439         30309.26890151948         -23.98907587305553         -18.41309166392596         4.429648612891413e-05      
2349000                 -91894475.25407504        115573826.9635079         30309.86692024022         -23.93829536052242         -18.47812289312132         4.429858944998699e-05      
2362500                 -92217298.47225544        115323934.1511499         30310.46495561302         -23.8873369834276          -18.54301051783083         4.429895728375044e-05      
2376000                 -92539432.55414969        115073166.3279758         30311.06298425794         -23.83620116686993         -18.60775404270425         4.42975906373988e-05       
2389500                 -92860875.10720243        114821525.4426693         30311.66098275781         -23.78488833737363         -18.67235297375332         4.429449058473978e-05      
2403000                 -93181623.74462602        114569013.4505736         30312.25892769545         -23.73339892288333         -18.7368068183561          4.428965824931908e-05      
2416500                 -93501676.08541964        114315632.3136734         30312.85679572821         -23.68173335275914         -18.80111508526129         4.428309482218396e-05      
2430000                 -93821029.75438835        114061384.0005757         30313.4545634687          -23.62989205777172         -18.86527728459253         4.427480156099506e-05      
2443500                 -94139682.38216208        113806270.4864918         30314.05220757425         -23.57787547009733         -18.92929292785267         4.426477978114463e-05      
2457000                 -94457631.60521469        113550293.7532182         30314.64970473945         -23.52568402331285         -18.99316152792798         4.425303086108556e-05      
2470500                 -94774875.06588262        113293455.789118          30315.24703164399         -23.47331815239079         -19.05688259909247         4.42395562485487e-05       
2484000                 -95091410.41238396        113035758.5891024         30315.84416498989         -23.4207782936943          -19.120455657012           4.422435744810827e-05      
2497500                 -95407235.29883698        112777204.1546116         30316.4410815239          -23.36806488497219         -19.18388021874857         4.420743603983368e-05      
2511000                 -95722347.38527891        112517794.4935961         30317.0377580002          -23.31517836535384         -19.24715580276442         4.418879366419048e-05      
2524500                 -96036744.33768448        112257531.6204975         30317.63417120278         -23.26211917534424         -19.31028192892621         4.416843203003396e-05      
2538000                 -96350423.82798459        111996417.5562298         30318.23029792309         -23.20888775681887         -19.37325811850913         4.414635291549729e-05      
2551500                 -96663383.53408457        111734454.3281603         30318.82611499727         -23.15548455301868         -19.43608389420104         4.412255816177435e-05      
2565000                 -96975621.13988279        111471643.9700905         30319.42159927636         -23.101910008545           -19.49875878010652         4.409704968377781e-05      
2578500                 -97287134.33528881        111207988.5222367         30320.01672764123         -23.04816456935446         -19.56128230175097         4.40698294683628e-05       
2592000                 -97597920.81624176        110943490.0312112         30320.61147698015         -22.99424868275386         -19.62365398608464         4.404089956366875e-05      
2605500                 -97907978.28472847        110678150.5500027         30321.20582424104         -22.94016279739509         -19.68587336148665         4.40102620995475e-05       
2619000                 -98217304.4488017         110411972.1379572         30321.79974637181         -22.88590736326998         -19.74793995776901         4.397791927246431e-05      
2632500                 -98525897.022598          110144956.8607585         30322.3932203874          -22.83148283170519         -19.80985330618057         4.394387334727412e-05      
2646000                 -98833753.72635593        109877106.7904088         30322.98622328043         -22.77688965535701         -19.87161293941103         4.390812665988619e-05      
2659500                 -99140872.28643376        109608424.0052092         30323.57873214781         -22.72212828820622         -19.93321839159484         4.387068162436947e-05      
2673000                 -99447250.43532747        109338910.5897404         30324.17072404921         -22.66719918555292         -19.99466919831514         4.383154072140627e-05      
2686500                 -99752885.91168842        109068568.6348428         30324.76217611134         -22.61210280401134         -20.05596489660768         4.379070651339134e-05      
2700000                 -100057776.4603412        108797400.2375969         30325.35306551307         -22.55683960150463         -20.11710502496465         4.374818162933281e-05      
2713500                 -100361919.8323009        108525407.5013038         30325.94336942583         -22.50141003725963         -20.17808912333856         4.370396876396399e-05      
2727000                 -100665313.7847914        108252592.5354654         30326.53306508809         -22.44581457180167         -20.23891673314607         4.365807069905969e-05      
2740500                 -100967956.0812621        107978957.4557645         30327.12212977558         -22.39005366694934         -20.29958739727183         4.361049028034358e-05      
2754000                 -101269844.4914055        107704504.3840451         30327.71054077894         -22.33412778580921         -20.36010066007226         4.356123042903448e-05      
2767500                 -101570976.7911751        107429235.4482924         30328.29827545583         -22.27803739277059         -20.42045606737929         4.351029413829366e-05      
2781000                 -101871350.762802         107153152.7826128         30328.88531119376         -22.22178295350022         -20.48065316650417         4.345768447411302e-05      
2794500                 -102170964.1948125        106876258.5272141         30329.47162541747         -22.16536493493706         -20.54069150624114         4.340340457886782e-05      
2808000                 -102469814.8820452        106598554.8283854         30330.0571956113          -22.10878380528693         -20.60057063687121         4.334745765888215e-05      
2821500                 -102767900.6256677        106320043.8384767         30330.64199928194         -22.05204003401721         -20.66029011016575         4.32898469986398e-05       
2835000                 -103065219.2331943        106040727.7158793         30331.22601401806         -21.99513409185154         -20.71984947939026         4.323057594923796e-05      
2848500                 -103361768.5185023        105760608.6250052         30331.8092173785          -21.9380664507645          -20.77924829930793         4.316964793016354e-05      
2862000                 -103657546.3018491        105479688.7362669         30332.39158705622         -21.88083758397621         -20.83848612618333         4.31070664328459e-05       
2875500                 -103952550.4098889        105197970.2260571         30332.97310074419         -21.82344796594705         -20.89756251778598         4.304283501888051e-05      
2889000                 -104246778.6756895        104915455.2767287         30333.55373618752         -21.76589807237225         -20.95647703339391         4.29769573129235e-05       
2902500                 -104540228.9387489        104632146.076574          30334.13347118348         -21.70818838017653         -21.01522923379726         4.290943700535621e-05      
2916000                 -104832899.0450119        104348044.8198044         30334.7122835964          -21.65031936750871         -21.07381868130181         4.284027785672606e-05      
2929500                 -105124786.8468864        104063153.7065298         30335.29015132785         -21.5922915137363          -21.13224493973246         4.276948368620026e-05      
2943000                 -105415890.2032601        103777474.9427385         30335.86705232412         -21.53410529944013         -21.19050757443677         4.269705837245397e-05      
2956500                 -105706206.9795167        103491010.740276          30336.44296457619         -21.4757612064089          -21.24860615228841         4.26230058616639e-05       
2970000                 -105995735.0475521        103203763.3168249         30337.01786616445         -21.41725971763374         -21.30654024169062         4.254733015063295e-05      
2983500                 -106284472.2857906        102915734.8958838         30337.591735214           -21.3586013173028          -21.36430941257964         4.247003530011284e-05      
2997000                 -106572416.5792012        102626927.706747          30338.16454986483         -21.2997864907958          -21.4219132364281          4.239112541615242e-05      
3010500                 -106859565.8193136        102337343.9844835         30338.73628836125         -21.24081572467851         -21.47935128624843         4.231060465986758e-05      
3024000                 -107145917.9042339        102046985.969916          30339.30692896992         -21.18168950669737         -21.53662313659621         4.222847725099399e-05      
3037500                 -107431470.7386609        101755855.9096007         30339.87645003945         -21.12240832577394         -21.5937283635735          4.214474744390628e-05      
3051000                 -107716222.2339017        101463956.0558054         30340.44482996315         -21.06297267199942         -21.65066654483222         4.205941954804615e-05      
3064500                 -108000170.3078875        101171288.6664897         30341.0120472014          -21.00338303662916         -21.70743725957738         4.197249791015878e-05      
3078000                 -108283312.8851891        100877856.0052829         30341.57808025181         -20.94363991207714         -21.76404008857037         4.188398691606921e-05      
3091500                 -108565647.8970331        100583660.3414638         30342.14290770888         -20.88374379191043         -21.82047461413225         4.179389098535324e-05      
